model,weighting,location,n_cells,mean_crps,mae,coverage_10_90,coverage_25_75,observed_total
climatology,unweighted,LA-AT,24,21.906170375,23.583333333333332,0.2083333333333333,0.125,566.0
climatology,unweighted,LA-BK,24,36.6274375,38.416666666666664,0.25,0.2083333333333333,927.0
climatology,unweighted,LA-BL,24,12.361217125,19.770833333333332,0.7083333333333334,0.5,228.0
climatology,unweighted,LA-CH,24,38.36997479166667,49.708333333333336,0.75,0.5416666666666666,2431.0
climatology,unweighted,LA-HO,24,0.2020723333333333,0.25,0.9166666666666666,0.8333333333333334,6.0
climatology,unweighted,LA-KH,24,31.59191566666667,43.729166666666664,0.75,0.5833333333333334,1056.0
climatology,unweighted,LA-LM,24,0.9015427083333334,0.9583333333333334,0.75,0.7083333333333334,23.0
climatology,unweighted,LA-LP,24,43.227911541666664,49.5,0.5833333333333334,0.4583333333333333,1336.0
climatology,unweighted,LA-OU,24,2.148529625,2.2083333333333335,0.8333333333333334,0.7916666666666666,53.0
climatology,unweighted,LA-PH,11,0.0036363636363636,0.0,1.0,1.0,0.0
climatology,unweighted,LA-SL,24,52.09655854166667,60.416666666666664,0.125,0.0833333333333333,1455.0
climatology,unweighted,LA-SV,24,43.52257779166666,62.5,0.7916666666666666,0.5833333333333334,192.0
climatology,unweighted,LA-VT,24,80.17909370833333,107.14583333333331,0.5833333333333334,0.4583333333333333,3707.0
climatology,unweighted,LA-XA,24,5.902487666666667,7.4375,0.9583333333333334,0.7916666666666666,125.0
climatology,unweighted,LA-XE,24,3.6882480833333338,4.208333333333333,0.5833333333333334,0.4583333333333333,102.0
climatology,unweighted,LA-XI,24,3.480641875,3.5,0.7916666666666666,0.7916666666666666,84.0
ensemble,unweighted,LA-AT,24,15.620659458333334,22.979166666666668,0.5416666666666666,0.4583333333333333,566.0
ensemble,unweighted,LA-BK,24,28.128293666666664,37.8125,0.75,0.625,927.0
ensemble,unweighted,LA-BL,24,6.617885708333334,5.875,1.0,0.8333333333333334,228.0
ensemble,unweighted,LA-CH,24,36.889384875,46.166666666666664,1.0,0.75,2431.0
ensemble,unweighted,LA-HO,24,0.2115537916666666,0.25,1.0,0.9583333333333334,6.0
ensemble,unweighted,LA-KH,24,29.335714166666666,39.583333333333336,0.9166666666666666,0.75,1056.0
ensemble,unweighted,LA-LM,24,0.581544875,0.9583333333333334,0.8333333333333334,0.7916666666666666,23.0
ensemble,unweighted,LA-LP,24,43.566338291666675,52.0625,0.6666666666666666,0.625,1336.0
ensemble,unweighted,LA-OU,24,1.3951917916666667,2.2083333333333335,0.9166666666666666,0.875,53.0
ensemble,unweighted,LA-PH,11,0.0596338181818181,0.0,1.0,1.0,0.0
ensemble,unweighted,LA-SL,24,39.720803375,57.1875,0.5833333333333334,0.5416666666666666,1455.0
ensemble,unweighted,LA-SV,24,14.624232041666668,9.291666666666666,1.0,0.9166666666666666,192.0
ensemble,unweighted,LA-VT,24,59.9990555,82.91666666666667,1.0,0.7916666666666666,3707.0
ensemble,unweighted,LA-XA,24,3.74965525,3.1041666666666665,1.0,0.9583333333333334,125.0
ensemble,unweighted,LA-XE,24,2.8597957083333334,4.0,0.8333333333333334,0.6666666666666666,102.0
ensemble,unweighted,LA-XI,24,3.4494529999999997,3.5,0.9166666666666666,0.875,84.0
persistence,unweighted,LA-AT,24,14.982724958333334,16.291666666666668,0.25,0.0833333333333333,566.0
persistence,unweighted,LA-BK,24,37.48108979166667,39.125,0.1666666666666666,0.125,927.0
persistence,unweighted,LA-BL,24,6.947503083333333,8.791666666666666,1.0,0.75,228.0
persistence,unweighted,LA-CH,24,41.53336245833333,56.708333333333336,0.875,0.3333333333333333,2431.0
persistence,unweighted,LA-HO,24,0.352640875,0.4166666666666667,0.7916666666666666,0.5833333333333334,6.0
persistence,unweighted,LA-KH,24,44.09903483333334,50.583333333333336,0.7083333333333334,0.5,1056.0
persistence,unweighted,LA-LM,24,0.4125432916666666,0.4583333333333333,0.7083333333333334,0.7083333333333334,23.0
persistence,unweighted,LA-LP,24,90.31079975,104.5,0.4166666666666667,0.1666666666666666,1336.0
persistence,unweighted,LA-OU,24,1.2121625833333334,1.25,0.7916666666666666,0.7916666666666666,53.0
persistence,unweighted,LA-PH,11,0.0002683636363635,0.0,1.0,1.0,0.0
persistence,unweighted,LA-SL,24,57.218463750000005,61.583333333333336,0.125,0.0,1455.0
persistence,unweighted,LA-SV,24,11.952261375,9.25,1.0,0.7916666666666666,192.0
persistence,unweighted,LA-VT,24,59.89030516666667,85.95833333333333,0.875,0.6666666666666666,3707.0
persistence,unweighted,LA-XA,24,3.854056208333334,4.291666666666667,1.0,0.625,125.0
persistence,unweighted,LA-XE,24,2.9255835,3.375,0.625,0.1666666666666666,102.0
persistence,unweighted,LA-XI,24,6.766083625,6.833333333333333,0.625,0.625,84.0
reference,unweighted,LA-AT,24,19.406808145833335,25.619791666666668,0.59375,0.3229166666666667,566.0
reference,unweighted,LA-BK,24,29.485111854166664,35.067708333333336,0.625,0.4895833333333333,927.0
reference,unweighted,LA-BL,24,6.402993135416666,8.536458333333334,0.9479166666666666,0.59375,228.0
reference,unweighted,LA-CH,24,53.301534822916665,69.04166666666667,0.8958333333333334,0.4375,2431.0
reference,unweighted,LA-HO,24,0.2780214270833333,0.25,0.8958333333333334,0.875,6.0
reference,unweighted,LA-KH,24,31.581214447916665,37.75,0.75,0.6770833333333334,1056.0
reference,unweighted,LA-LM,24,0.8494912500000001,0.9375,0.8333333333333334,0.7708333333333334,23.0
reference,unweighted,LA-LP,24,45.17138332291666,57.453125,0.5625,0.0416666666666666,1336.0
reference,unweighted,LA-OU,24,1.8832060625,2.0989583333333335,0.9166666666666666,0.875,53.0
reference,unweighted,LA-PH,11,0.0550918181818181,0.0,1.0,1.0,0.0
reference,unweighted,LA-SL,24,37.85786771874999,50.755208333333336,0.7604166666666666,0.4375,1455.0
reference,unweighted,LA-SV,24,10.592494479166668,7.213541666666667,0.9895833333333334,0.78125,192.0
reference,unweighted,LA-VT,24,96.27123660416667,140.21354166666666,0.7708333333333334,0.3541666666666667,3707.0
reference,unweighted,LA-XA,24,3.332358458333333,4.145833333333333,1.0,0.875,125.0
reference,unweighted,LA-XE,24,3.57061846875,4.020833333333333,0.6979166666666666,0.6458333333333334,102.0
reference,unweighted,LA-XI,24,3.4822115104166667,3.5520833333333335,0.8541666666666666,0.8333333333333334,84.0
